Company Name,Latitude,Longitude,Street,City,County,State,Confidence,Original Address
#1 Professional Cleaning Services,41.848017,-87.891201,2205 Mayfair Ave,Westchester,Cook County,IL,High,"2205 Mayfair, Westchester, IL"
"#9 Design, LLC",41.8900067,-87.9926817,524 W Saint Charles Rd,Villa Park,DuPage County,IL,High,"524 West Saint Charles Road, Villa Park, IL"
'Bouche' Enterprises LLC,41.9437828,-87.8128189,3511 N Osceola Ave,Chicago,Cook County,IL,High,"3511 North Osceola Avenue, Chicago, IL"
'Merica Made Painting & Decorating Corp.,41.779011,-87.771186,6221 S Austin Ave,Chicago,Cook County,IL,High,"6221 S Austin Ave, Chicago, IL"
*VDR Development Group,41.931275,-88.083132,168 N Brandon Dr,Glendale Heights,DuPage County,IL,High,"168 N Brandon Drive, Glendale Heights, IL"
"1052 Partners, Inc. dba PeopleCaddie",41.981154,-87.863004,5600 N River Rd,Rosemont,Cook County,IL,High,"5600 N River Rd, Suite 800, Rosemont, IL"
123 Labor Inc.,41.740274,-87.788801,8318 Rutherford Ave,Burbank,Cook County,IL,High,"8318 Rutherford Ave, Burbank, IL"
1822 Enterprises LLC,41.812237,-87.617307,4524 S King Dr,Chicago,Cook County,IL,High,"4524 S King Dr, Unit 3, Unit 3, Chicago, IL"
"1st Aerow Valuation Group, LLC",41.7564344,-87.55816,2706 E 76th Pl,Chicago,Cook County,IL,High,"2706 E 76th Pl, Chicago, IL"
"1st Call Technical Services, Inc",41.69313,-88.101031,214 Butternut Dr,Bolingbrook,Will County,IL,High,"214 Butternut Drive, Bolingbrook, IL"
1st Choice Specialty Services Inc.,41.564957,-87.581172,18160 Dorchester Ave,Lansing,Cook County,IL,High,"18160 Dorchester Ave, Lansing, IL"
"1st Metropolitan Translation Services, Inc.",41.898816,-87.623177,875 N Michigan Ave,Chicago,Cook County,IL,High,"875 N Michigan Ave, Suite 3100, Chicago, IL"
"1st Priority Elevator, Co.",41.587449,-87.582783,16987 Van Dam Rd,South Holland,Cook County,IL,High,"16987 Van Dam Road, South Holland, IL"
"1st Resource Solutions, LLC",40.5288957,-85.659108,222 E 34th St,Marion,Grant County,IN,High,"222 East 34th Street, Marion, IN"
"2 Code Plumbing, LLC",42.4427165,-88.0518418,21438 W Grass Lake Rd,Antioch,Lake County,IL,High,"21438 W Grass Lake Rd, Antioch, IL"
"2 Point Perspective, Inc.",41.921502,-87.657374,1137 W Webster Ave,Chicago,Cook County,IL,High,"1137 W Webster Ave, Chicago, IL"
2 Sons LLC,41.862008,-87.874282,10049 Drury Ln,Westchester,Cook County,IL,High,"10049 Drury Ln, Westchester, IL"
"2.718 Marketing, Inc.",41.890245,-87.630141,54 W Hubbard St,Chicago,Cook County,IL,High,"54 W Hubbard St, Concourse Level East, Chicago, IL"
"21 and Trucking, Inc.",41.6443908,-87.6192681,46 E 138th St,Riverdale,Cook County,IL,High,"46 East 138th Street, Apt 1W, Riverdale, IL"
22Vets LLC,42.420818,-88.618345,300 W Front St,Harvard,McHenry County,IL,High,"300 W Front St, Ste 204D, Harvard, IL"
"2IM Group, LLC",41.879919,-87.64146,118 S Clinton St,Chicago,Cook County,IL,High,"118 South Clinton Street, Suite 350, Chicago, IL"
"2K Consulting, LLC",30.7188282,-85.0675002,6333 Highway 90,Grand Ridge,Jackson County,FL,High,"6333 Highway 90, Grand Ridge, FL"
3 Fuerzas Technology Solutions LLC,38.960657,-94.66422,6750 W 93rd St,Overland Park,Johnson County,KS,High,"6750 W 93rd Street, Suite 140, Overland Park, KS"
"3 Net Wise, Inc.",41.715105,-87.599705,9852 S Ellis Ave,Chicago,Cook County,IL,High,"9852 S Ellis, Chicago, IL"
"3 R Health Care Products, Inc.",41.800739,-87.693523,2751 W 51st St,Chicago,Cook County,IL,High,"2751 W 51st St, Chicago, IL"
"3 Sisters Logistics, LLC",39.127979,-88.499258,1412 W Main St,Teutopolis,Effingham County,IL,High,"1412 W Main St, Teutopolis, IL"
3 Stop Shop - P.C.,41.838089,-87.657799,1240 W 31st St,Chicago,Cook County,IL,High,"1240 W 31st Street, Unit 2, Chicago, IL"
314e Corporation,37.659688,-121.899452,6701 Koll Center Pkwy,Pleasanton,Alameda County,CA,High,"6701 Koll Center Pkwy Ste 340, Pleasanton, CA"
321 Co.,42.246325,-88.343656,181 N Virginia St,Crystal Lake,McHenry County,IL,High,"181 N Virginia St, Unit C, Crystal Lake, IL"
357 Designs Inc.,41.827493,-87.659925,3636 S Iron St,Chicago,Cook County,IL,High,"3636 S Iron St, Unit B-321, Chicago, IL"
"360 Dump-N-Run, Inc.",42.4902555,-88.2221348,11208 W Riviera Dr,Spring Grove,McHenry County,IL,High,"11208 W Riviera Dr, Spring Grove, IL"
3As Sign Language Interpreting Services,38.953998,-90.175188,311 Saint Rose Dr,Godfrey,Madison County,IL,High,"311 Saint Rose Dr, Godfrey, IL"
3CD Corporation,41.55192,-87.742136,18600 Laramie Rd,Country Club Hills,Cook County,IL,High,"18600 Laramie Rd, Country Club Hills, Country Club Hills, IL"
"3Core Systems, Inc.",41.756406,-88.21904,75 Executive Dr,Aurora,Kane County,IL,High,"75 Executive Dr Ste, 401I, Aurora, IL"
3DS Teams,41.882864,-87.677954,2033 W Washington Blvd,Chicago,Cook County,IL,High,"2033 W Washington Blvd, Chicago, IL"
3M Landscaping Corporation,41.761639,-87.719513,7221 S Springfield Ave,Chicago,Cook County,IL,High,"7221 S Springfield Ave, Chicago, IL"
"4 Consulting, Inc.",33.132636,-96.718618,6850 TPC Dr,McKinney,Collin County,TX,High,"6850 Tpc Dr, Suite 208, Suite 208, Mckinney, TX"
"40 Cal Trucking, Inc.",41.550816,-87.731727,18624 Loras Ct,Country Club Hills,Cook County,IL,High,"18624 Loras Court, Country Club Hills, IL"
4D Acres Real Estate Group LLC,41.761043,-87.622726,7329 S Wabash Ave,Chicago,Cook County,IL,High,"7329 S Wabash Ave, Chicago, IL"
4G Transport Inc,41.935968,-88.031655,531 N Rohlwing Rd,Addison,DuPage County,IL,High,"531 N Rohlwing Rd, Addison, IL"
4HD Incorporated,41.86088,-88.009176,330 E Roosevelt Rd,Lombard,DuPage County,IL,High,"330 E Roosevelt Rd, Ste 2G, Lombard, IL"
"4LM Services, LLC",41.655492,-87.799643,7347 Kiowa Ln,Palos Heights,Cook County,IL,High,"7347 Kiowa Ln, Palos Heights, IL"
"4N CONSULTANTS, INC.",43.0976832,-89.367262,1907 Sherman Ave,Madison,Dane County,WI,High,"1907 Sherman Avenue, #15, Madison, WI"
"4PL Global Logistics, LLC",41.557889,-87.896527,11436 Twin Lakes Dr,Orland Park,Cook County,IL,High,"11436 Twin Lakes Dr, Orland Park, IL"
4S Construction Inc.,32.546756,-82.938086,1101 Hillcrest Pkwy,Dublin,Laurens County,GA,Low,"1101-1 Hillcrest Pkwy Pmb, #34, 20326 Providence Ln, Dublin, GA"
"500 Trucking, Inc.",41.930799,-87.74957,4912 W Parker Ave,Chicago,Cook County,IL,High,"4912 W Parker Ave, Chicago, IL"
510 Transportation LLC,41.702114,-88.0628,202 Northridge Ave,Bolingbrook,Will County,IL,High,"202 Northridge Avenue, Bolingbrook, IL"
5366 Logistics Corp,42.444879,-88.286908,4501 US Highway 12,Richmond,McHenry County,IL,High,"4501 Us Route 12, Richmond, IL"
548 Capital LLC,41.894696,-87.643333,700 N Larrabee St,Chicago,Cook County,IL,High,"700 N Larrabee St, Apt 1301, Chicago, IL"
"548 Development, LLC",41.894696,-87.643333,700 N Larrabee St,Chicago,Cook County,IL,High,"700 N Larrabee St, Apt 1301, Chicago, IL"
59 Films LLC,41.901596,-87.781087,844 Mapleton Ave,Oak Park,Cook County,IL,High,"844 Mapleton Ave, Oak Park, IL"
5T Development Partners LLC,41.883508,-87.651706,954 W Washington Blvd,Chicago,Cook County,IL,High,"954 W Washington Blvd, Ste 510, Chicago, IL"
606 Digital Inc.,42.065804,-87.795727,1506 Central Pkwy,Glenview,Cook County,IL,High,"1506 Central Parkway, Suite 1005, Glenview, IL"
"606 Specialties and Contracting, LLC",41.869511,-87.663308,1440 W Taylor St,Chicago,Cook County,IL,High,"1440 W Taylor St, #1271, Chicago, IL"
6C's LLC,41.70355,-87.540421,10534 South Ave,Chicago,Cook County,IL,High,"10534 South Avenue J, Chicago, IL"
711 GEOL LLC,41.89522684,-88.08694299,Blue Ridge Ct,Carol Stream,DuPage County,IL,Medium,"1N350 Blue Ridge Ct, Wheaton, IL"
720 Worldwide Inc.,41.880369,-87.630539,79 W Monroe St,Chicago,Cook County,IL,High,"79 W Monroe, Suite 1010, Chicago, IL"
"845 Design Group, P.C.",41.884489,-88.013408,216 E Maple St,Lombard,DuPage County,IL,High,"216 E Maple Street, Lombard, IL"
88 MIKES INC.,42.2772223,-88.5636692,3511 Millstream Rd,Marengo,McHenry County,IL,High,"3511 Millstream Rd, Marengo, IL"
"8th Day Consulting, Training & Software",41.611844,-87.769627,6110 Rob Roy Dr,Oak Forest,Cook County,IL,High,"6110 Rob Roy Drive, Oak Forest, IL"
"97 Grain & Trucking, LLC",40.4573555,-90.67025757,,Macomb,McDonough County,IL,Medium,"Po Box 143, Macomb, IL"
@Contract Partners LLC,41.815934,-87.644859,4304 S Emerald Ave,Chicago,Cook County,IL,High,"4304 S Emerald Ave, Chicago, IL"
"@Veterans Construction Group, LLC.",41.846685,-87.690838,2608 W 25th St,Chicago,Cook County,IL,High,"2608 W 25th St, Chicago, IL"
"A & B Sanchez Landscaping, Inc.",42.124884,-87.949257,2814 E Hintz Rd,Arlington Heights,Cook County,IL,High,"2814 East Hintz Road, Arlington Heights, IL"
A & D Cartage Inc.,41.935127,-87.874819,3107 Scott St,Franklin Park,Cook County,IL,High,"3107 Scott St, Franklin Park, IL"
"A & D Property Services, Inc.",41.761367,-87.562815,7346 S Exchange Ave,Chicago,Cook County,IL,High,"7346 S Exchange Ave, Chicago, IL"
A & G Cleaning Services,41.77651,-87.624734,6445 S State St,Chicago,Cook County,IL,High,"6445 South State Street, Chicago, IL"
"A & H Mechanical, Inc.",41.751169,-87.59462,1215 E 79th St,Chicago,Cook County,IL,High,"1215 East 79th Street, Chicago, IL"
A & J GENERAL CONSTRUCTION CO,41.7340883,-87.5502312,8848 S Houston Ave,Chicago,Cook County,IL,High,"8848 South Houston Ave, Chicago, IL"
A & L Environmental LLC,41.8568654,-87.7112361,1807 S Trumbull Ave,Chicago,Cook County,IL,High,"1807 S Trumbull Ave, Chicago, IL"
A & M General Contractor Corporation,41.746139,-87.647204,8127 S Sangamon St,Chicago,Cook County,IL,High,"8127 S Sangamon, Chicago, IL"
"A & O Enterprises, Inc.",41.842908,-87.654735,2819 S Archer Ave,Chicago,Cook County,IL,High,"2819 S Archer Ave Suite 102, Suite 102, Chicago, IL"
"A & O Recovery Solutions, LLC.",41.893959,-87.702762,700 N Sacramento Blvd,Chicago,Cook County,IL,High,"700 N Sacramento BlvdSte #100, Chicago, IL"
"A & R Janitorial Service, Inc.",41.863139,-87.876086,10127 W Roosevelt Rd,Westchester,Cook County,IL,High,"10127 W Roosevelt Rd, Westchester, IL"
A & S Expert Transportation LLC,41.6048285,-87.8785398,10632 Dani Ln,Orland Park,Cook County,IL,High,"10632 Dani Lane, Orland Park, IL"
A & T Trucking Company,41.976454,-87.941755,123 Sivert Ct,Bensenville,DuPage County,IL,High,"123 Sievert Ct, Bensenville, IL"
A AND I MEDICAL TRANSPORTATION INC.,41.697051,-87.816546,10661 S Roberts Rd,Palos Hills,Cook County,IL,High,"10661 South Roberts Rd #201, Palos Hills, IL"
"A B Petroleum Services, Inc.",42.224307,-88.327457,7115 Virginia Rd,Crystal Lake,McHenry County,IL,High,"7115 S Virginia Rd, Suite 103, Crystal Lake, IL"
"A C Gentrol, Inc.",40.907072,-89.492057,100 S 4th St,Chillicothe,Peoria County,IL,High,"100 S Fourth St, Chillicothe, IL"
A C Hauling Services Inc.,39.66941692,-89.70143254,345 Goldenrod Dr,Chatham,Sangamon County,IL,Medium,"345 Goldenrod Dr, Oswego, IL"
A GUIZAR TRUCKING INC,41.831373,-87.798583,3321 Wenonah Ave,Berwyn,Cook County,IL,High,"3321 Wenonah Ave, Berwyn, IL"
"A Jacq Hammer, Inc.",41.74709,-87.647231,8057 S Sangamon St,Chicago,Cook County,IL,High,"8057 S Sangamon, Chicago, IL"
A M Perez Trucking Company,41.855538,-88.023986,339 Manor Hill Ct,Lombard,DuPage County,IL,High,"339 Manor Hill Ct, Lombard, IL"
A New Beginning Starts Now LLC,41.842735,-87.907573,11441 Enterprise Dr,Westchester,Cook County,IL,High,"11441 Enterprise Drive, Westchester, IL"
A New Way to Go DME Supply Inc.,41.606552,-87.52774,960 Golf Ct,Calumet City,Cook County,IL,High,"960 Golf Court, Calumet City, IL"
"A Perfect Sign, Inc.",41.997987,-87.664385,1333 W Devon Ave,Chicago,Cook County,IL,High,"1333 W Devon Ave #506, Chicago, IL"
"A R 1 Transport, Inc.",41.730378,-87.638899,9012 S Wallace St,Chicago,Cook County,IL,High,"9012 S Wallace, Chicago, IL"
"A Secure Foundation, LLC",41.506583,-87.722168,4350 211th St,Matteson,Cook County,IL,High,"4350 W 211th St, Suite 200 B, Matteson, IL"
A Tip For The Future LLC,38.558864,-89.976864,109 Sonoma Way,Belleville,St. Clair County,IL,High,"109 Sonoma Way, Belleville, IL"
A Train Transportation,41.525885,-87.644342,303 S Mayfair Pl,Chicago Heights,Cook County,IL,High,"303 S Mayfair Pl, Chicago Heights, IL"
"A VET Communications, Inc.",41.631987,-87.70741,14332 Clifton Park Ave,Midlothian,Cook County,IL,High,"14332 Clifton Park, Midlothian, IL"
"A View2 ITS, Inc.",33.864292,-84.674143,3721 New Macland Rd,Powder Springs,Cobb County,GA,High,"3721 New Macland Rd Ste 200-113, Powder Springs, GA"
A WMBE CARPENTRY CONTRACTORS,42.111477,-88.111584,1219 Silver Pine Dr,Hoffman Estates,Cook County,IL,High,"1219 Silver Pine Dr, Hoffman Estates, IL"
"A and C Electric Company, Inc.",42.0496567,-87.9895698,704 W Algonquin Rd,Arlington Heights,Cook County,IL,High,"704 W Algonquin Road, Arlington Heights, IL"
"A&A Consultants, Inc.",40.478712,-80.103018,1800 Pine Hollow Rd,McKees Rocks,Allegheny County,PA,High,"1800 Pine Hollow Road Suite 4A, Mckees Rocks, PA"
A&A TRANSPORT SERVICES INC.,41.774859,-87.744963,6458 S Lamon Ave,Chicago,Cook County,IL,High,"6458 S Lamon Ave, Chicago, IL"
A&B Environmental Construction Inc.,41.931005,-87.9885133,205 E North Ave,Addison,DuPage County,IL,Medium,"205 E North Ave, Northlake, IL"
A&R Concrete Construction Company,41.651903,-87.66807,1912 Canal St,Blue Island,Cook County,IL,High,"1912 Canal St, Apt 3A, Blue Island, IL"
A-1 Haney Plumbing Inc.,40.479692,-89.048099,2406 W Washington St,Bloomington,McLean County,IL,High,"2406 W Washington St, Bloomington, IL"
"A-1 Private Investigations, LLC",38.636114,-90.342632,8008 Clayton Rd,Clayton,St. Louis City,MO,Low,"8008 Carondelet Ave Suite 107, Clayton, MO"
"A-FAST BOARD UP & GLASS, INC.",42.1572577,-88.2563594,11850 Haegers Bend Rd,Barrington Hills,Cook County,IL,High,"11850 Haegers Bend Road, Barrington Hills, IL"
"A-Masonry Group, Inc.",41.694332,-87.642787,10958 S Halsted St,Chicago,Cook County,IL,High,"10958 S Halsted St, Chicago, IL"
"A-Ware Enterprises, Inc.",39.9340053,-91.3737319,2542 Vermont St,Quincy,Adams County,IL,High,"2542 Vermont, 2400 N 24th St, Ste C, Quincy, IL"
"A-Way Training & Tactical, Inc.",41.93166,-87.947489,205 W Grand Ave,Bensenville,,IL,High,"205 W Grand Ave, Suite 117, Bensenville, IL"
"A. Alva Rosales & Assocs., LTD",41.856277,-87.630503,1900 S Clark St,Chicago,Cook County,IL,High,"1900 S Clark St, Suite 102, Chicago, IL"
"A. D. Floor Care, Inc.",41.628046,-88.003225,15760 W 143rd St,Homer Glen,Will County,IL,High,"15760 West 143rd Street, Homer Glen, IL"
A. J. Rhem & Associates Inc.,41.891361,-87.625032,500 N Michigan Ave,Chicago,Cook County,IL,High,"500 North Michigan Avenue, Suite 300, Chicago, IL"
A. Lavelle Consulting Services Llc,41.8837617,-87.6324817,203 S LaSalle St,Chicago,Cook County,IL,Medium,"203 No Lasalle Street, Suite 2100, Chicago, IL"
A. Lucas & Sons,40.6810074,-89.6033434,1328 SW Washington St,Peoria,Peoria County,IL,High,"1328 Sw Washington, Peoria, IL"
A. Maestranzi Sons Knife Services LLC,41.907086,-87.882193,3916 W North Ave,Stone Park,Cook County,IL,High,"3916 W North Avenue, Stone Park, IL"
"A. WBE Construction Services, LLC",41.98869323,-88.0001457,Marino Ct,Itasca,DuPage County,IL,High,"19W132 Marino Ct, Itasca, IL"
A. Weinstein & Associates,42.04958,-87.8940282,1259 Rand Rd,Des Plaines,Cook County,IL,High,"1259A Rand Road, Des Plaines, IL"
A.G. Construction Services Inc.,41.611345,-87.663563,15308 Lincoln Ave,Harvey,Cook County,IL,High,"15308 Lincoln, Harvey, IL"
A.H.C. Mechanical Services LLC,41.1119595,-89.197546,101 S West St,Magnolia,Putnam County,IL,High,"101 S West St, Magnolia, IL"
"A.J. Wright And Associates, Ltd.",41.799684,-87.623734,5211 S Wabash Ave,Chicago,Cook County,IL,High,"5211 S Wabash, Chicago, IL"
"A.L.L. Masonry Construction Co., Inc.",41.861675,-87.762326,1425 S 55th Ct,Cicero,Cook County,IL,High,"1425 S 55th Ct, Cicero, IL"
A.M. Bus Company,41.72912,-87.63159,100 W 91st St,Chicago,Cook County,IL,High,"100 West 91st Street, Chicago, IL"
"A.M.C. Mechanical, Inc.",41.554767,-87.898095,11535 183rd Pl,Orland Park,Cook County,IL,High,"11535 West 183RD Place, Unit 106, Orland Park, IL"
"A.S. Cartage, Co.",41.891575,-87.984475,50 N Harvard Ave,Villa Park,DuPage County,IL,High,"50 N Harvard Ave, Villa Park, IL"
A.S.A.P. Transportation Inc.,41.71611,-87.7219417,9720 S Pulaski Rd,Oak Lawn,Cook County,IL,High,"9720 S Pulaski, Apt 201, Oak Lawn, IL"
A/Z Analytical Consulting Services,42.152594,-87.990526,4215 N Walnut Ave,Arlington Heights,Cook County,IL,Medium,"4215 North Walnut Avenue, Buffalo Grove, IL"
"A1PLUSSOFT, INC",41.730309,-88.197783,2511 Boddington Ln,Naperville,DuPage County,IL,High,"2511 Boddington Ln, Naperville, IL"
"A2 Landscape Contractors, Inc.",41.96132,-87.740008,4414 N Kenneth Ave,Chicago,Cook County,IL,High,"4414 N Kenneth Ave, Chicago, IL"
"A3 Environmental, LLC",41.80989,-88.112412,3030 Warrenville Rd,Lisle,DuPage County,IL,High,"3030 Warrenville Rd, Suite 418, Lisle, IL"
"A9 Consulting Group, LLC",41.911337,-87.787037,1712 N Nagle Ave,Chicago,Cook County,IL,High,"1712 N Nagle, #2, Chicago, IL"
AA MEDICAL TRANSPORTATION LIMITED,41.586384,-87.531253,17001 Bernadine St,Lansing,Cook County,IL,High,"17001 Bernadine St, Lansing, IL"
"AAA Construction Services, LLC",41.8120133,-87.6020565,4542 S Ellis Ave,Chicago,Cook County,IL,High,"4542 S Ellis, Chicago, IL"
"AAA Engineering, Ltd.",41.953378,-87.736489,4323 W Irving Park Rd,Chicago,Cook County,IL,High,"4323 W Irving Pk Rd, Ste 100, Chicago, IL"
AAA Home Experts,41.885607,-87.743888,4722 W Fulton St,Chicago,Cook County,IL,High,"4722 W Fulton St, Ste 100, Chicago, IL"
AAA-1 Transportation Inc.,41.630979,-87.605857,630 Engle St,Dolton,Cook County,IL,High,"630 Engle St, Dolton, IL"
AASM Concrete and Aggregate Testing,41.749889,-87.633413,7928 S Harvard Ave,Chicago,Cook County,IL,High,"7928 S Harvard Ave, Apt 1, Chicago, IL"
"AB Transport & Logistics, Inc.",41.65876683,-87.66410456,12934 Page St,Blue Island,Cook County,IL,High,"12934 S Page St, Apt 2E, Blue Island, IL"
"ABAXENT, LLC",43.070298,-88.206863,N28 Roundy Dr,Pewaukee,Waukesha County,WI,High,"N28 W23050 Roundy Drive, Suite 200, Pewaukee, WI"
ABC Engineering LLC,41.70623,-87.66846,10311 S Hale Ave,Chicago,Cook County,IL,High,"10311 S Hale Ave, Chicago, IL"
"ABC Humane Wildlife Control & Prevention, Inc.",42.069715,-88.058957,2227 Hammond Dr,Schaumburg,Cook County,IL,High,"2227 Hammond Drive, Schaumburg, IL"
ABCD Gathering LLC,41.672245,-87.683858,12145 Ann St,Blue Island,Cook County,IL,High,"12145 Ann St, Blue Island, IL"
ABI CARTAGE INC,42.0130304,-88.3215338,1699 College Green Dr,Elgin,Kane County,IL,High,"1699 College Green Dr, Elgin, IL"
"ABNA Engineering, Inc.",38.63978,-90.247204,4140 Lindell Blvd,St Louis,St. Louis City,MO,High,"4140 Lindell Blvd, St. Louis, IL"
"ABNA Of Illinois, Inc.",41.713397,-87.681367,9901 S Western Ave,Chicago,Cook County,IL,High,"9901 South Western Avenue, Suite 001, Chicago, IL"
"ABOUND EQUITIES, INC.",41.932973,-87.940021,1108 S York Rd,Bensenville,DuPage County,IL,High,"1108 S York Rd, Bensenville, IL"
ABT Products & Services LTD,40.7812175,-73.451579,37 Newton Rd,Plainview,Nassau County,NY,High,"37 Newton Rd, Plainview, NY"
"AC & DC POWER TECHNOLOGIES, LLC",33.613214,-84.504499,3505 Naturally Fresh Blvd,Atlanta,,GA,High,"3505 Naturally Fresh Blvd, Ste 360, Atlanta, GA"
AC Dillard LLC,42.005196,-87.663328,1263 W Pratt Blvd,Chicago,Cook County,IL,High,"1263 W Pratt Blvd - 904, Chicago, IL"
"AC IRON, LLC",41.573662,-87.568944,17704 Paxton Ave,Lansing,Cook County,IL,High,"17704 Paxton Ave, Lansing, IL"
AC Research Inc.,41.751797,-88.229693,3516 Frontenac Ct,Aurora,Kane County,IL,High,"3516 Frontenac Court, Aurora, IL"
ACD Services Inc,41.732035,-87.693123,8851 S Mozart Ave,Evergreen Park,Cook County,IL,High,"8851 S Mozart Ave, Evergreen Park, IL"
ACE SUPPLY CORP,41.751255,-87.6814072,7827 S Claremont Ave,Chicago,Cook County,IL,High,"7827 S Claremont, Il, Chicago, IL"
"ACEAPPLICATIONS, LLC",28.569521,-81.208305,1802 N Alafaya Trail,Orlando,Orange County,FL,High,"1802 N Alafaya Trail Suite 146, Orlando, FL"
"ACJ Partners, LLC",41.683063,-87.677845,11552 S Bell Ave,Chicago,Cook County,IL,High,"11552 S Bell Ave, Chicago, IL"
"ACOT Associates Group, LLC",35.154241,-89.785229,8326 Macon Rd,Memphis,Shelby County,TN,High,"8326 Macon Road, Suite 100, Cordova, TN"
ADELFIA LLC,41.884852,-87.616521,400 E Randolph St,Chicago,Cook County,IL,High,"400 E Randolph St, Ste 700, Chicago, IL"
ADOBE MASONRY LLC,41.952927,-87.714987,3929 N Saint Louis Ave,Chicago,Cook County,IL,High,"3929 N Saint Louis Ave, Chicago, IL"
"ADS System Safety Consulting, LLC",39.288473,-76.615601,20 S Charles St,Baltimore,Baltimore City,MD,High,"20 S Charles St #1103, Baltimore, MD"
"ADV Builders, Inc.",41.881976,-87.995435,901 E South Broadway Ave,Lombard,DuPage County,IL,High,"901 E South Broadway, Unit B, Lombard, IL"
ADVANCE SECURITY RESOURCES LLC.,41.856685,-87.666483,1836 S Ashland Ave,Chicago,Cook County,IL,High,"1836 S Ashland Ave, Chicago, IL"
"ADVANCED RELOCATOR'S INC.dba THE LOVELACE GROUP, INC.",41.882492,-87.70774,3241 W Washington Blvd,Chicago,Cook County,IL,High,"3241 W Washington Blvd, Chicago, IL"
"AE COMPUTERS, LTD",41.86513,-87.78009,6221 Roosevelt Rd,Berwyn,Cook County,IL,High,"6221 W Roosevelt Rd, Berwyn, IL"
AEP Group LLC,42.360014,-88.13203,34156 N Redtop Rd,Round Lake,Lake County,IL,High,"34156 N Redtop Rd, Round Lake, IL"
AFABLE ACCOUNTING & COMPUTER SERVICES LLC,41.943463,-87.792042,6621 W Cornelia Ave,Chicago,Cook County,IL,High,"6621 W Cornelia Ave, Chicago, IL"
"AFE Construction, LLC",40.7500573,-89.6617597,4311 W Deermeadow Dr,Peoria,Peoria County,IL,High,"4311 W Deermeadow Drive, Peoria, IL"
AFFIRMING VOICES,41.809862,-87.601997,4654 S Ellis Ave,Chicago,Cook County,IL,High,"4654 S Ellis, Chicago, IL"
"AFO Technology Group, LLC",41.816368,-87.596633,4325 S Oakenwald Ave,Chicago,Cook County,IL,High,"4325 South Oakenwald Avenue, Chicago, IL"
"AG Construction, Inc.",41.909834,-87.897555,110 N Caryl Ave,Northlake,Cook County,IL,High,"110 North Caryl Avenue, Northlake, IL"
"AGB Investigative Services, Incorporated",41.756374,-87.682294,7545 S Western Ave,Chicago,Cook County,IL,High,"7545 South Western, Chicago, IL"
AGEATIA TECHNOLOGY CONSULTANCY SERVICES INC,42.042403,-88.058588,850 E Higgins Rd,Schaumburg,Cook County,IL,High,"850 E Higgins Road, Ste 125 E, Schaumburg, IL"
"AGG Consulting, Inc.",42.008375,-87.690885,2417 W Lunt Ave,Chicago,Cook County,IL,High,"2417 W Lunt, 2W, Chicago, IL"
"AGPD Paving, LLC",41.8135493,-87.8265082,4226 Lawndale Ave,Lyons,Cook County,IL,High,"4226 Lawndale Avenue, Lyons, IL"
AH Global Services LLC,39.771417,-89.68767,2501 Chatham Rd,Springfield,Sangamon County,IL,High,"2501 Chatham Rd, Springfield, IL"
"AIA Technologies, LLC",40.413043,-80.066889,750 Trumbull Dr,Pittsburgh,Allegheny County,PA,High,"750 Trumbull Drive, Pittsburgh, PA"
AIC Material and Supply LLC,38.572076,-90.126202,4926 Church Rd,East St Louis,St. Clair County,IL,High,"4926 Church Road, East Saint Louis, IL"
"AIEPA: Advocate and Instructional Expert for People with Autism, LLC",41.86132,-87.656171,1151 W 15th St,Chicago,Cook County,IL,High,"1151 W 15th St, 106, Chicago, IL"
"AIRPORT DESIGN CONSULTANTS, INC.",39.209697,-76.795244,6031 University Blvd,Ellicott City,Howard County,MD,High,"6031 University Blvd Suite 330, Ellicott, MD"
"AJ Trucking, LLC",41.882814,-87.625714,23 N Wabash Ave,Chicago,Cook County,IL,High,"23 N Wabash Ave, Chicago, IL"
AJ&M Demolition Inc,41.781871,-87.726864,6110 S Kedvale Ave,Chicago,Cook County,IL,High,"6110 South Kedvale Avenue, Chicago, IL"
"AKA Comp Solutions, Inc.",41.988502,-87.703704,5875 N Lincoln Ave,Chicago,Cook County,IL,High,"5875 N Lincoln Ave, Ste 132, Chicago, IL"
AKAM - Construction Rehabing Demolition Company,41.6585043,-87.5987951,935 E 130th Pl,Chicago,Cook County,IL,High,"935 E 130th Place, Chicago, IL"
AKORBI LANGUAGE SERVICES LLC,41.851482,-87.937563,700 Commerce Dr,Oak Brook,DuPage County,IL,High,"700 Commerce Drive, Oak Brook, IL"
"ALAS TRUCKING, INC.",42.25204,-87.999539,317 Longwood Terrace,Mundelein,Lake County,IL,High,"317 Longwood Terrace, Mundelein, IL"
ALC Enterprises Inc,41.885285,-87.621537,200 E Randolph St,Chicago,Cook County,IL,High,"200 East Randolph Street, Suite 5100, Chicago, IL"
ALEGNA INC.,40.7231681,-89.6408634,2810 N Kingston Dr,Peoria,Peoria County,IL,High,"2810 N Kingston Dr, Suite #A6-319, Peoria, IL"
ALF Cartage Inc.,41.901753,-87.901406,32 E Lake St,Northlake,Cook County,IL,High,"32 E Lake Street, Northlake, IL"
"ALIA Drug Testing, LLC",41.938223,-87.802672,7036 W Belmont Ave,Chicago,Cook County,IL,High,"7036 W Belmont Ave, Chicago, IL"
